,AirportCode,CityCode,CountryCode,LocationType,Names,UtcOffset,TimeZoneId,Latitude,Longitude
1082,SNU,SNU,CU,Airport,Santa Clara,-05:00,America/Havana,22.4922,-79.9436
1083,SOB,SOB,HU,Airport,Balaton,+01:00,Europe/Budapest,46.6864,17.1592
1084,SOC,SOC,ID,Airport,Solo City,+07:00,Asia/Pontianak,-7.5161,110.7569
1085,SOF,SOF,BG,Airport,Sofia,+02:00,Europe/Sofia,42.6953,23.4061
1086,SOU,SOU,GB,Airport,Southampton,+00:00,Europe/London,50.9503,-1.3567
1087,SPC,SPC,ES,Airport,Santa Cruz de la Palma,+00:00,Atlantic/Canary,28.6264,-17.7556
1088,SPI,SPI,US,Airport,Springfield Illinois (US),-06:00,America/Chicago,39.8442,-89.6778
1089,SPU,SPU,HR,Airport,Split,+01:00,Europe/Zagreb,43.5389,16.2981
1090,SRE,SRE,BO,Airport,Sucre Alcantari,-04:00,America/La_Paz,-19.2458,-65.1478
1091,SRG,SRG,ID,Airport,Semarang Ahmad Yanii,+07:00,Asia/Pontianak,-6.9714,110.3742
1092,SRQ,SRQ,US,Airport,Sarasota/Bradenton,-05:00,America/New_York,27.3956,-82.5544
1093,SSA,SSA,BR,Airport,Salvador,-03:00,America/Araguaina,-12.9111,-38.3311
1094,SSG,SSG,GQ,Airport,Malabo,+01:00,Africa/Malabo,3.7553,8.7086
1095,SSH,SSH,EG,Airport,Sharm El Sheikh,+02:00,Africa/Cairo,27.9772,34.395
1096,SSJ,SSJ,NO,Airport,Sandnessjoen Stokka,+01:00,Europe/Oslo,65.9569,12.4689
1097,STI,STI,DO,Airport,Santiago Cibao Intl,-04:00,America/Santo_Domingo,19.4061,-70.6047
1098,STL,STL,US,Airport,St Louis Lambert,-06:00,America/Chicago,38.7486,-90.37
1099,STN,LON,GB,Airport,London Stansted,+00:00,Europe/London,51.885,0.235
1100,STR,STR,DE,Airport,Stuttgart,+01:00,Europe/Berlin,48.69,9.2219
1101,STS,STS,US,Airport,Santa Rosa,-08:00,America/Los_Angeles,38.5106,-122.8103
1102,STV,STV,IN,Airport,Surat,+05:30,Asia/Kolkata,21.1142,72.7417
1103,STW,STW,RU,Airport,Stavropol Shpakovskoye,+03:00,Europe/Moscow,45.1092,42.1128
1104,STX,STX,VI,Airport,St Croix Henry E. Rohlsen,-04:00,America/St_Thomas,17.7019,-64.7986
1105,SUB,SUB,ID,Airport,Surabaya,+07:00,Asia/Pontianak,-7.3797,112.7869
1106,SUF,SUF,IT,Airport,Lamezia Terme,+01:00,Europe/Rome,38.9083,16.2417
1107,SUN,SUN,US,Airport,Sun Valley,-07:00,America/Denver,43.5056,-114.2972
1108,SUX,SUX,US,Airport,Sioux City,-06:00,America/Chicago,42.4025,-96.3844
1109,SVG,SVG,NO,Airport,Stavanger,+01:00,Europe/Oslo,58.8767,5.6378
1110,SVJ,SVJ,NO,Airport,Svolvaer,+01:00,Europe/Oslo,68.2439,14.6694
1111,SVO,MOW,RU,Airport,Moscow/Sheremetyevo,+03:00,Europe/Moscow,55.9728,37.4147
1112,SVQ,SVQ,ES,Airport,Sevilla,+01:00,Europe/Madrid,37.4181,-5.8931
1113,SVX,SVX,RU,Airport,Ekaterinburg,+05:00,Asia/Yekaterinburg,56.7431,60.8028
1114,SWA,SWA,CN,Airport,Shantou,+08:00,Asia/Shanghai,23.4275,116.7625
1115,SXB,SXB,FR,Airport,Strasbourg,+01:00,Europe/Paris,48.5419,7.6344
1116,SXR,SXR,IN,Airport,Srinagar,+05:30,Asia/Kolkata,33.9872,74.7742
1117,SYD,SYD,AU,Airport,Sydney,+10:00,Australia/Sydney,-33.9461,151.1772
1118,SYO,SYO,JP,Airport,Shonai,+09:00,Asia/Tokyo,38.8122,139.7872
1119,SYR,SYR,US,Airport,Syracuse,-05:00,America/New_York,43.1111,-76.1064
1120,SYX,SYX,CN,Airport,Sanya,+08:00,Asia/Shanghai,18.3028,109.4122
1121,SYZ,SYZ,IR,Airport,Shiraz,+03:30,Asia/Tehran,29.5403,52.5886
1122,SZE,SZE,ET,Airport,Semera,+03:00,Africa/Addis_Ababa,11.7864,40.9931
1123,SZF,SZF,TR,Airport,Samsun Carsamba,+03:00,Europe/Istanbul,41.2544,36.5672
1124,SZG,SZG,AT,Airport,Salzburg,+01:00,Europe/Vienna,47.7933,13.0044
1125,SZK,SZK,ZA,Airport,Skukuza,+02:00,Africa/Johannesburg,-24.9644,31.5906
1126,SZX,SZX,CN,Airport,Shenzhen,+08:00,Asia/Shanghai,22.6392,113.8106
1127,SZY,SZY,PL,Airport,Szymany,+01:00,Europe/Warsaw,53.4806,20.9372
1128,SZZ,SZZ,PL,Airport,Szczecin,+01:00,Europe/Warsaw,53.5847,14.9022
1129,TAK,TAK,JP,Airport,Takamatsu,+09:00,Asia/Tokyo,34.2142,134.0156
1130,TAM,TAM,MX,Airport,Tampico,-06:00,America/Mexico_City,22.2964,-97.8658
1131,TAO,TAO,CN,Airport,Qingdao,+08:00,Asia/Shanghai,36.3622,120.0875
1132,TAS,TAS,UZ,Airport,Tashkent,+05:00,Asia/Tashkent,41.2578,69.2811
1133,TBN,TBN,US,Airport,Fort Leonard Wood Waynesvl-St Robert Rg,-06:00,America/Chicago,37.7417,-92.1408
1134,TBO,TBO,TZ,Airport,Tabora,+03:00,Africa/Dar_es_Salaam,-5.0767,32.8311
1135,TBS,TBS,GE,Airport,Tbilisi,+04:00,Asia/Tbilisi,41.6692,44.9547
1136,TCO,TCO,CO,Airport,Tumaco La Florida,-05:00,America/Bogota,1.8144,-78.7492
1137,TCZ,TCZ,CN,Airport,Tengchong Tuofeng,+08:00,Asia/Shanghai,24.9378,98.4856
1138,TDX,TDX,TH,Airport,Trat,+07:00,Asia/Bangkok,12.2744,102.3189
1139,TEQ,TEQ,TR,Airport,Tekirdag,+03:00,Europe/Istanbul,41.1389,27.9194
1140,TET,TET,MZ,Airport,Tete,+02:00,Africa/Maputo,-16.1047,33.6403
1141,TEX,TEX,US,Airport,Telluride Municipal,-07:00,America/Denver,37.9528,-107.9025
1142,TEZ,TEZ,IN,Airport,Tezpur,+05:30,Asia/Kolkata,26.7067,92.7783
1143,TFS,TCI,ES,Airport,Tenerife/Sur,+00:00,Atlantic/Canary,28.0444,-16.5725
1144,TGD,TGD,ME,Airport,Podgorica,+01:00,Europe/Podgorica,42.3594,19.2519
1145,TGO,TGO,CN,Airport,Tongliao,+08:00,Asia/Shanghai,43.5575,122.2
1146,TGU,TGU,HN,Airport,Tegucigalpa,-06:00,America/Tegucigalpa,14.0608,-87.2172
1147,TGZ,TGZ,MX,Airport,Tuxtla Gutierrez,-06:00,America/Mexico_City,16.5619,-93.0261
1148,THE,THE,BR,Airport,Teresina,-03:00,America/Araguaina,-5.06,-42.8236
1149,THS,THS,TH,Airport,Sukhothai,+07:00,Asia/Bangkok,17.2378,99.8183
1150,TIA,TIA,AL,Airport,Tirana,+01:00,Europe/Tirane,41.415,19.7208
1151,TIJ,TIJ,MX,Airport,Tijuana,-08:00,America/Santa_Isabel,32.5411,-116.9703
1152,TIU,TIU,NZ,Airport,Timaru,+12:00,Pacific/Auckland,-44.3,171.2247
1153,TIV,TIV,ME,Airport,Tivat,+01:00,Europe/Podgorica,42.4047,18.7233
1154,TJA,TJA,BO,Airport,Tarija Cap. Oriel Lea Plaza,-04:00,America/La_Paz,-21.5511,-64.7083
1155,TKD,TKD,GH,Airport,Takoradi,+00:00,Africa/Accra,4.8956,-1.7747
1156,TKK,TKK,FM,Airport,Chuuk International,+10:00,Pacific/Chuuk,7.4619,151.8431
1157,TKS,TKS,JP,Airport,Tokushima,+09:00,Asia/Tokyo,34.1328,134.6067
1158,TKU,TKU,FI,Airport,Turku,+02:00,Europe/Helsinki,60.5142,22.2628
1159,TLH,TLH,US,Airport,Tallahassee,-05:00,America/New_York,30.3917,-84.3497
1160,TLL,TLL,EE,Airport,Tallinn,+02:00,Europe/Tallinn,59.4133,24.8325
1161,TLS,TLS,FR,Airport,Toulouse,+01:00,Europe/Paris,43.635,1.3678
1162,TLV,TLV,IL,Airport,Tel Aviv,+02:00,Asia/Jerusalem,32.0072,34.8806
1163,TML,TML,GH,Airport,Tamale,+00:00,Africa/Accra,9.5572,-0.8633
1164,TMP,TMP,FI,Airport,Tampere,+02:00,Europe/Helsinki,61.4142,23.6044
1165,TMS,TMS,ST,Airport,Sao Tome Island,+00:00,Africa/Sao_Tome,0.3781,6.7122
1166,TMU,TMU,CR,Airport,Tambor,-06:00,America/Costa_Rica,9.7397,-85.0169
1167,TNA,TNA,CN,Airport,Jinan Yaoqiang Intl,+08:00,Asia/Shanghai,36.8572,117.2161
1168,TNG,TNG,MA,Airport,Tangier,+01:00,Africa/Casablanca,35.7269,-5.9169
1169,TNO,TNO,CR,Airport,Tamarindo,-06:00,America/Costa_Rica,10.3158,-85.8128
1170,TNR,TNR,MG,Airport,Antananarivo,+03:00,Indian/Antananarivo,-18.7969,47.4789
1171,TOP,TOP,US,Airport,Topeka Phillip Billard Muni Apt,-06:00,America/Chicago,39.0667,-95.6167
1172,TOS,TOS,NO,Airport,Tromso,+01:00,Europe/Oslo,69.6833,18.9189
1173,TOY,TOY,JP,Airport,Toyama,+09:00,Asia/Tokyo,36.6483,137.1875
1174,TPA,TPA,US,Airport,Tampa,-05:00,America/New_York,27.9756,-82.5333
1175,TPE,TPE,TW,Airport,Taipei,+08:00,Asia/Taipei,25.0778,121.2328
1176,TRC,TRC,MX,Airport,Torreon,-06:00,America/Mexico_City,25.5683,-103.4106
1177,TRD,TRD,NO,Airport,Trondheim,+01:00,Europe/Oslo,63.4575,10.9242
1178,TRG,TRG,NZ,Airport,Tauranga,+12:00,Pacific/Auckland,-37.6733,176.1986
1179,TRI,TRI,US,Airport,Tri-Cities Regional,-05:00,America/New_York,36.4753,-82.4075
1180,TRN,TRN,IT,Airport,Turin,+01:00,Europe/Rome,45.2025,7.6494
1181,TRS,TRS,IT,Airport,Trieste,+01:00,Europe/Rome,45.8275,13.4722
1182,TRU,TRU,PE,Airport,Trujillo C. Martinez De Pinillos,-05:00,America/Lima,-8.0847,-79.1094
1183,TRV,TRV,IN,Airport,Thiruvananthapuram,+05:30,Asia/Kolkata,8.4822,76.92
1184,TSA,TPE,TW,Airport,Taipei Sung Shan,+08:00,Asia/Taipei,25.0697,121.5525
1185,TSJ,TSJ,JP,Airport,Tsushima,+09:00,Asia/Tokyo,34.285,129.3306
1186,TSN,TSN,CN,Airport,Tianjin,+08:00,Asia/Shanghai,39.1244,117.3461
1187,TSR,TSR,RO,Airport,Timisoara,+02:00,Europe/Bucharest,45.81,21.3378
1188,TSV,TSV,AU,Airport,Townsville International,+10:00,Australia/Brisbane,-19.2525,146.7653
1189,TTJ,TTJ,JP,Airport,Tottori,+09:00,Asia/Tokyo,35.53,134.1667
1190,TTU,TTU,MA,Airport,Tetouan Saniat R'mel,+01:00,Africa/Casablanca,35.59,-5.3281
1191,TUC,TUC,AR,Airport,Tucuman,-03:00,America/Argentina/Buenos_Aires,-26.8408,-65.1047
1192,TUL,TUL,US,Airport,Tulsa,-06:00,America/Chicago,36.1983,-95.8881
1193,TUN,TUN,TN,Airport,Tunis,+01:00,Africa/Tunis,36.8511,10.2272
1194,TUO,TUO,NZ,Airport,Taupo,+12:00,Pacific/Auckland,-38.7408,176.085
1195,TUS,TUS,US,Airport,Tucson,-07:00,America/Phoenix,32.1161,-110.9411
1196,TVC,TVC,US,Airport,Traverse City,-05:00,America/New_York,44.7414,-85.5822
1197,TXK,TXK,US,Airport,Texarkana,-06:00,America/Chicago,33.4536,-93.9911
1198,TXN,TXN,CN,Airport,Tunxi,+08:00,Asia/Shanghai,29.7328,118.2572
1199,TYN,TYN,CN,Airport,Taiyuan,+08:00,Asia/Shanghai,37.7469,112.6283
1200,TYS,TYS,US,Airport,Knoxville,-05:00,America/New_York,35.8111,-83.9942
1201,TZX,TZX,TR,Airport,Trabzon,+03:00,Europe/Istanbul,40.995,39.7897
1202,UBJ,UBJ,JP,Airport,Ube,+09:00,Asia/Tokyo,33.93,131.2786
1203,UBN,ULN,MN,Airport,Ulaanbaatar Chinggis Khaan,+08:00,Asia/Ulaanbaatar,47.6469,106.8197
1204,UBP,UBP,TH,Airport,Ubon Ratchathani,+07:00,Asia/Bangkok,15.2514,104.8703
1205,UDI,UDI,BR,Airport,Uberlandia,-03:00,America/Araguaina,-18.8828,-48.2256
1206,UDR,UDR,IN,Airport,Udaipur,+05:30,Asia/Kolkata,24.6178,73.8961
1207,UFA,UFA,RU,Airport,Ufa,+05:00,Asia/Yekaterinburg,54.5575,55.8839
1208,UIO,UIO,EC,Airport,Quito,-05:00,America/Guayaquil,-0.1239,-78.3561
1209,UKB,OSA,JP,Airport,Osaka Kobe,+09:00,Asia/Tokyo,34.6328,135.2239
1210,ULN,ULN,MN,Airport,Ulaanbaatar,+08:00,Asia/Ulaanbaatar,47.8431,106.7667
1211,UME,UME,SE,Airport,Umea,+01:00,Europe/Stockholm,63.7919,20.2828
1212,UPG,UPG,ID,Airport,Ujung Pandang,+08:00,Asia/Makassar,-5.0617,119.5542
1213,URA,URA,KZ,Airport,Uralsk,+05:00,Asia/Qyzylorda,51.1511,51.5417
1214,URC,URC,CN,Airport,Urumqi,+08:00,Asia/Shanghai,43.9072,87.4742
1215,URT,URT,TH,Airport,Surat Thani,+07:00,Asia/Bangkok,9.1361,99.1392
1216,USH,USH,AR,Airport,Ushuaia,-03:00,America/Argentina/Buenos_Aires,-54.8433,-68.2956
1217,USM,USM,TH,Airport,Koh Samui,+07:00,Asia/Bangkok,9.5503,100.0625
1218,USN,USN,KR,Airport,Ulsan,+09:00,Asia/Seoul,35.5936,129.3517
1219,UTH,UTH,TH,Airport,Udon Thani,+07:00,Asia/Bangkok,17.3864,102.7883
1220,UTN,UTN,ZA,Airport,Upington,+02:00,Africa/Johannesburg,-28.3992,21.2603
1221,UTT,UTT,ZA,Airport,Umtata,+02:00,Africa/Johannesburg,-31.5478,28.6742
1222,VAA,VAA,FI,Airport,Vaasa,+02:00,Europe/Helsinki,63.0506,21.7622
1223,VAN,VAN,TR,Airport,Van Ferit Melen,+03:00,Europe/Istanbul,38.4683,43.3322
1224,VAR,VAR,BG,Airport,Varna,+02:00,Europe/Sofia,43.2319,27.825
1225,VAS,VAS,TR,Airport,Sivas,+03:00,Europe/Istanbul,39.8139,36.9036
1226,VCE,VCE,IT,Airport,Venice,+01:00,Europe/Rome,45.5053,12.3519
1227,VCP,SAO,BR,Airport,Sao Paulo Viracopos,-03:00,America/Sao_Paulo,-23.0081,-47.1347
1228,VCT,VCT,US,Airport,Victoria Regional,-06:00,America/Chicago,28.8525,-96.9186
1229,VDC,VDC,BR,Airport,Vitoria Da Conquista Glauber Rocha,-03:00,America/Araguaina,-14.9072,-40.9164
1230,VEL,VEL,US,Airport,Vernal Regional,-07:00,America/Denver,40.4433,-109.5108
1231,VER,VER,MX,Airport,Veracruz,-06:00,America/Mexico_City,19.1458,-96.1872
1232,VFA,VFA,ZW,Airport,Victoria Falls,+02:00,Africa/Harare,-18.0958,25.8389
1233,VGA,VGA,IN,Airport,Vijayawada,+05:30,Asia/Kolkata,16.5306,80.7969
1234,VGO,VGO,ES,Airport,Vigo,+01:00,Europe/Madrid,42.2317,-8.6267
1235,VIE,VIE,AT,Airport,Vienna,+01:00,Europe/Vienna,48.1103,16.5781
1236,VIX,VIX,BR,Airport,Vitoria,-03:00,America/Araguaina,-20.2581,-40.2864
1237,VLC,VLC,ES,Airport,Valencia,+01:00,Europe/Madrid,39.4894,-0.4817
1238,VLN,VLN,VE,Airport,Valencia,-04:00,America/Caracas,10.1497,-67.9283
1239,VNO,VNO,LT,Airport,Vilnius,+02:00,Europe/Vilnius,54.6342,25.2858
1240,VNS,VNS,IN,Airport,Varanasi,+05:30,Asia/Kolkata,25.4522,82.8594
1241,VNX,VNX,MZ,Airport,Vilanculos,+02:00,Africa/Maputo,-22.0183,35.3133
1242,VOL,VOL,GR,Airport,Volos,+02:00,Europe/Athens,39.2197,22.7944
1243,VOZ,VOZ,RU,Airport,Voronezh,+03:00,Europe/Moscow,51.8142,39.2297
1244,VPS,VPS,US,Airport,Valparaiso,-06:00,America/Chicago,30.4867,-86.52
1245,VQS,VQS,PR,Airport,Vieques,-04:00,America/Puerto_Rico,18.1347,-65.4936
1246,VRA,VRA,CU,Airport,Varadero,-05:00,America/Havana,23.0344,-81.4353
1247,VRN,VRN,IT,Airport,Verona,+01:00,Europe/Rome,45.3964,10.8881
1248,VSA,VSA,MX,Airport,Villahermosa,-06:00,America/Mexico_City,17.9969,-92.8175
1249,VTE,VTE,LA,Airport,Vientiane,+07:00,Asia/Vientiane,17.9883,102.5633
1250,VUP,VUP,CO,Airport,Valledupar Alfonso Lopez Pumarejo,-05:00,America/Bogota,10.435,-73.2494
1251,VVI,SRZ,BO,Airport,Santa Cruz Viru Viru,-04:00,America/La_Paz,-17.6447,-63.1353
1252,VXE,VXE,CV,Airport,Sao Vicente,-01:00,Atlantic/Cape_Verde,16.8336,-25.0547
1253,WAG,WAG,NZ,Airport,Wanganui,+12:00,Pacific/Auckland,-39.9625,175.0231
1254,WAW,WAW,PL,Airport,Warsaw,+01:00,Europe/Warsaw,52.1658,20.9672
1255,WDH,WDH,,Airport,Windhoek,+02:00,Africa/Windhoek,-22.48,17.4708
1256,WEH,WEH,CN,Airport,Weihai,+08:00,Asia/Shanghai,37.1872,122.2289
1257,WKJ,WKJ,JP,Airport,Wakkanai,+09:00,Asia/Tokyo,45.4042,141.8008
1258,WLG,WLG,NZ,Airport,Wellington,+12:00,Pacific/Auckland,-41.3269,174.8069
1259,WNZ,WNZ,CN,Airport,Wenzhou,+08:00,Asia/Shanghai,27.9131,120.8522
1260,WRE,WRE,NZ,Airport,Whangarei,+12:00,Pacific/Auckland,-35.7689,174.3639
1261,WRG,WRG,US,Airport,Wrangell,-09:00,America/Anchorage,56.4844,-132.3697
1262,WRL,WRL,US,Airport,Worland Municipal,-07:00,America/Denver,43.9644,-107.9531
1263,WRO,WRO,PL,Airport,Wroclaw,+01:00,Europe/Warsaw,51.1028,16.8858
1264,WUH,WUH,CN,Airport,Wuhan,+08:00,Asia/Shanghai,30.7839,114.2081
1265,WUX,WUX,CN,Airport,Wuxi Sunan Shuofang,+08:00,Asia/Shanghai,31.4947,120.4294
1266,WVB,WVB,,Airport,Walvis Bay,+02:00,Africa/Windhoek,-22.98,14.6453
1267,WXN,WXN,CN,Airport,Wanzhou Wuqiao,+08:00,Asia/Shanghai,30.8039,108.4272
1268,XAP,XAP,BR,Airport,Chapeco Serafin Enoss Bertaso,-03:00,America/Araguaina,-27.1342,-52.6567
1269,XER,SXB,FR,Bus Station,Strasbourg Bus Station,+01:00,Europe/Paris,48.5853,7.7356
1270,XFN,XFN,CN,Airport,Xiangfan,+08:00,Asia/Shanghai,32.1506,112.2908
1271,XGZ,XGZ,AT,Rail Station,Bregenz Rail Station,+01:00,Europe/Vienna,47.5064,9.7486
1272,XHJ,AAH,DE,Rail Station,Aachen Rail Station,+01:00,Europe/Berlin,50.7683,6.0911
1273,XHQ,XHQ,TR,Bus Station,Artvin Hopa Bus Station,+03:00,Europe/Istanbul,41.3906,41.4169
1274,XIL,XIL,CN,Airport,Xilinhot,+08:00,Asia/Shanghai,43.9156,115.9633
1275,XIR,DRS,DE,Rail Station,Dresden Rail Station Dresden Hbf Rail S,+01:00,Europe/Berlin,51.0658,13.7406
1276,XIT,LEJ,DE,Rail Station,Leipzig Hbf Rail Station,+01:00,Europe/Berlin,51.3458,12.3817
1277,XIU,ERF,DE,Rail Station,Erfurt Rail Station,+01:00,Europe/Berlin,50.9725,11.0381
1278,XIY,SIA,CN,Airport,Xi An Xianyang,+08:00,Asia/Shanghai,34.4478,108.7539
1279,XMN,XMN,CN,Airport,Xiamen,+08:00,Asia/Shanghai,24.5442,118.1278
1280,XNA,FYV,US,Airport,"Fayetteville, AR",-06:00,America/Chicago,36.2808,-94.3047
1281,XNN,XNN,CN,Airport,Xining,+08:00,Asia/Shanghai,36.5286,102.0403
1282,XPL,XPL,HN,Airport,Comayagua Palmerola International,-06:00,America/Tegucigalpa,14.4689,-87.6172
1283,XRY,XRY,ES,Airport,Jerez,+01:00,Europe/Madrid,36.7447,-6.06
1284,XUZ,XUZ,CN,Airport,Xuzhou Guanyin,+08:00,Asia/Shanghai,34.2294,117.2458
1285,YAK,YAK,US,Airport,Yakutat,-09:00,America/Anchorage,59.5092,-139.66
1286,YAM,YAM,CA,Airport,Sault Ste Marie,-05:00,America/Toronto,46.485,-84.5094
1287,YAO,YAO,CM,Airport,Yaounde,+01:00,Africa/Douala,3.8336,11.5236
1288,YBC,YBC,CA,Airport,Baie Comeau Pointe-Lebel,-05:00,America/Toronto,49.1325,-68.2044
1289,YBG,YBG,CA,Airport,Bagotville,-05:00,America/Toronto,48.3322,-70.9925
1290,YBL,YBL,CA,Airport,Campbell River,-08:00,America/Vancouver,49.9508,-125.2706
1291,YBP,YBP,CN,Airport,Yibin Caiba,+08:00,Asia/Shanghai,28.8003,104.545
1292,YCD,YCD,CA,Airport,Nanaimo Cassidy,-08:00,America/Vancouver,49.0522,-123.8703
1293,YCG,YCG,CA,Airport,Castlegar,-08:00,America/Vancouver,49.2964,-117.6325
1294,YCU,YCU,CN,Airport,Yun Cheng,+08:00,Asia/Shanghai,35.1164,111.0336
1295,YDF,YDF,CA,Airport,Deer Lake,-03:30,America/St_Johns,49.2108,-57.3914
1296,YEG,YEA,CA,Airport,Edmonton Intl,-07:00,America/Whitehorse,53.3075,-113.5861
1297,YFB,YFB,CA,Airport,Iqaluit,-05:00,America/Toronto,63.7564,-68.5558
1298,YFC,YFC,CA,Airport,Fredericton,-04:00,America/Halifax,45.8689,-66.53
1299,YGJ,YGJ,JP,Airport,Yonago,+09:00,Asia/Tokyo,35.4922,133.2364
1300,YGK,YGK,CA,Airport,Kingston Norman Rogers,-05:00,America/Toronto,44.2253,-76.5969
1301,YGP,YGP,CA,Airport,Gaspe,-05:00,America/Toronto,48.7753,-64.4786
1302,YGR,YGR,CA,Airport,Iles De La Madeleine House Harbour,-04:00,America/Halifax,47.4247,-61.7803
1303,YHM,YTO,CA,Airport,Toronto John C Munro Hamilton,-05:00,America/Toronto,43.1619,-79.9281
1304,YHZ,YHZ,CA,Airport,Halifax Stanfield,-04:00,America/Halifax,44.8869,-63.5128
1305,YIH,YIH,CN,Airport,Yichang,+08:00,Asia/Shanghai,30.5569,111.4797
1306,YIN,YIN,CN,Airport,Yining,+08:00,Asia/Shanghai,43.9553,81.3289
1307,YKA,YKA,CA,Airport,Kamloops,-08:00,America/Vancouver,50.7022,-120.4444
1308,YKM,YKM,US,Airport,Yakima,-08:00,America/Los_Angeles,46.5681,-120.5408
1309,YLW,YLW,CA,Airport,Kelowna,-08:00,America/Vancouver,49.9561,-119.3778
1310,YMM,YMM,CA,Airport,Fort Mcmurray,-07:00,America/Whitehorse,56.6533,-111.2219
1311,YMT,YMT,CA,Airport,Chibougamau Chapais,-05:00,America/Toronto,49.7719,-74.5281
1312,YNT,YNT,CN,Airport,Yantai,+08:00,Asia/Shanghai,37.6572,120.9872
1313,YNZ,YNZ,CN,Airport,Yancheng,+08:00,Asia/Shanghai,33.4261,120.2031
1314,YOW,YOW,CA,Airport,Ottawa,-05:00,America/Toronto,45.3225,-75.6692
1315,YPR,YPR,CA,Airport,Prince Rupert Digby Island,-08:00,America/Vancouver,54.2861,-130.4447
1316,YQB,YQB,CA,Airport,Quebec,-05:00,America/Toronto,46.7911,-71.3933
1317,YQG,YQG,CA,Airport,Windsor,-05:00,America/Toronto,42.2706,-82.9619
1318,YQL,YQL,CA,Airport,Lethbridge County,-07:00,America/Whitehorse,49.6297,-112.7903
1319,YQM,YQM,CA,Airport,Greater Moncton,-04:00,America/Halifax,46.1069,-64.6925
1320,YQQ,YQQ,CA,Airport,Comox,-08:00,America/Vancouver,49.7108,-124.8867
1321,YQR,YQR,CA,Airport,Regina,-06:00,America/Regina,50.4294,-104.6572
1322,YQT,YQT,CA,Airport,Thunder Bay,-05:00,America/Toronto,48.3719,-89.3239
1323,YQU,YQU,CA,Airport,Grande Prairie,-07:00,America/Whitehorse,55.1797,-118.885
1324,YQX,YQX,CA,Airport,Gander International,-03:30,America/St_Johns,48.9478,-54.56
1325,YQY,YQY,CA,Airport,Sydney,-04:00,America/Halifax,46.1614,-60.0478
1326,YQZ,YQZ,CA,Airport,Quesnel,-08:00,America/Vancouver,53.0261,-122.5103
1327,YRT,YRT,CA,Airport,Rankin Inlet,-06:00,America/Winnipeg,62.8114,-92.1158
1328,YSB,YSB,CA,Airport,Sudbury,-05:00,America/Toronto,46.625,-80.7989
1329,YSJ,YSJ,CA,Airport,St John,-04:00,America/Halifax,45.3206,-65.8822
1330,YTM,YTM,CA,Airport,Mont Tremblant International,-05:00,America/Toronto,46.4094,-74.78
1331,YTS,YTS,CA,Airport,Timmins,-05:00,America/Toronto,48.5697,-81.3767
1332,YUL,YMQ,CA,Airport,Montreal/Dorval,-05:00,America/Toronto,45.4706,-73.7408
1333,YUY,YUY,CA,Airport,Rouyn,-05:00,America/Toronto,48.2061,-78.8356
1334,YVO,YVO,CA,Airport,Val D'Or,-05:00,America/Toronto,48.0533,-77.7828
1335,YVR,YVR,CA,Airport,Vancouver,-08:00,America/Vancouver,49.1939,-123.1844
1336,YWG,YWG,CA,Airport,Winnipeg,-06:00,America/Winnipeg,49.91,-97.24
1337,YWK,YWK,CA,Airport,Wabush,-04:00,America/Halifax,52.9219,-66.8644
1338,YWL,YWL,CA,Airport,Williams Lake,-08:00,America/Vancouver,52.1831,-122.0542
1339,YXC,YXC,CA,Airport,Cranbrook,-07:00,America/Whitehorse,49.6108,-115.7822
1340,YXE,YXE,CA,Airport,Saskatoon,-06:00,America/Regina,52.1708,-106.6997
1341,YXH,YXH,CA,Airport,Medicine Hat,-07:00,America/Whitehorse,50.0172,-110.7231
1342,YXJ,YXJ,CA,Airport,Fort St John,-07:00,America/Dawson_Creek,56.2381,-120.7403
1343,YXS,YXS,CA,Airport,Prince George,-08:00,America/Vancouver,53.8819,-122.6758
1344,YXT,YXT,CA,Airport,Terrace,-08:00,America/Vancouver,54.4686,-128.5761
1345,YXU,YXU,CA,Airport,London/Ontario,-05:00,America/Toronto,43.0356,-81.1539
1346,YXX,YXX,CA,Airport,Vancouver Abbotsford Intl Apt,-08:00,America/Vancouver,49.0253,-122.3606
1347,YXY,YXY,CA,Airport,Whitehorse,-07:00,America/Dawson_Creek,60.7094,-135.0672
1348,YYB,YYB,CA,Airport,North Bay,-05:00,America/Toronto,46.3636,-79.4228
1349,YYC,YYC,CA,Airport,Calgary,-07:00,America/Whitehorse,51.1139,-114.0203
1350,YYD,YYD,CA,Airport,Smithers,-08:00,America/Vancouver,54.8247,-127.1828
1351,YYF,YYF,CA,Airport,Penticton,-08:00,America/Vancouver,49.4631,-119.6022
1352,YYG,YYG,CA,Airport,Charlottetown,-04:00,America/Halifax,46.2892,-63.1256
1353,YYJ,YYJ,CA,Airport,Victoria,-08:00,America/Vancouver,48.6469,-123.4258
1354,YYR,YYR,CA,Airport,Goose Bay,-04:00,America/Halifax,53.3194,-60.4106
1355,YYT,YYT,CA,Airport,St Johns,-03:30,America/St_Johns,47.6186,-52.7519
1356,YYY,YYY,CA,Airport,Mont Joli,-05:00,America/Toronto,48.6086,-68.2081
1357,YYZ,YTO,CA,Airport,Toronto/Pearson,-05:00,America/Toronto,43.6772,-79.6306
1358,YZF,YZF,CA,Airport,Yellowknife,-07:00,America/Whitehorse,62.4686,-114.4431
1359,YZP,YZP,CA,Airport,Sandspit,-08:00,America/Vancouver,53.2544,-131.8139
